시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하rur개수,전세매물최고,전세가율,전세매물최저,전세매물개수
부산광역시,북구,코오롱하늘채2차(국평),https://new.land.naver.com/complexes/9809,2002.12.06.,"1,344세대(11동)",6억2천,4억2천,5억1천300,4억8천,-22,13건,2건,3억6천,65,3억5천,3건
부산광역시,북구,대림쌍용강변타운(국평),https://new.land.naver.com/complexes/9889,2004.08.04.,"1,895세대(17동)",6억5천,4억1천200,4억8천500,4억7천,-27,64건,22건,3억,50,2억8천,7건
부산광역시,북구,리버파크반도유보라(국평),https://new.land.naver.com/complexes/122932,2021.07.,"790세대(기타임대 44세대 포함, 총11동)",6억1천,4억9천300,5억2천500,4억6천,-24,34건,1건,3억2천,49,3억2천,2건
부산광역시,북구,화명롯데캐슬카이저(소형),https://new.land.naver.com/complexes/5536,2012.06.27.,"5,239세대(48동)",5억6천700,4억3천,4억5천,4억4천,-22,9건,2건,3억1천500,62,3억1천,3건
부산광역시,북구,코오롱하늘채1차(국평),https://new.land.naver.com/complexes/9815,2002.04.20.,"1,280세대(11동)",5억9천,3억5천900,3억5천900,4억3천,-27,25건,7건,2억9천,53,2억9천,2건
부산광역시,북구,더 래디언트 금정산(국평),https://new.land.naver.com/complexes/114211,2019.10.15.,"1,677세대(14동)",6억1천,3억9천200,4억3천,4억1천,-32,38건,32건,2억8천,51,2억7천,4건
부산광역시,북구,대우이안(국평),https://new.land.naver.com/complexes/9888,2002.10.26.,989세대(10동),5억9천,4억1천800,4억2천,4억1천,-30,30건,12건,2억9천,49,2억8천,3건
부산광역시,북구,대우이안(국평),https://new.land.naver.com/complexes/9888,2002.10.26.,989세대(10동),3억4천500,4억1천800,4억2천,4억1천,18,30건,0건,2억9천,49,2억8천,3건
부산광역시,북구,리버파크반도유보라(소형),https://new.land.naver.com/complexes/122932,2021.07.,"790세대(기타임대 44세대 포함, 총11동)",4억9천,3억8천,4억500,4억,-18,16건,0건,,,,
부산광역시,북구,구포동원로얄듀크비스타(국평),https://new.land.naver.com/complexes/103653,2014.07.17.,"1,079세대(4동)",5억9천700,3억7천200,3억7천200,3억8천,-36,48건,25건,3억3천,55,2억8천,4건
부산광역시,북구,대림쌍용강변타운(소형),https://new.land.naver.com/complexes/9889,2004.08.04.,"1,895세대(17동)",5억400,3억,3억3천,3억7천,-26,26건,11건,2억8천,56,2억2천,4건
부산광역시,북구,대우이안(소형),https://new.land.naver.com/complexes/9888,2002.10.26.,989세대(10동),4억6천500,3억2천,3억4천,3억5천,-24,17건,7건,,,,
부산광역시,북구,코오롱하늘채2차(소형),https://new.land.naver.com/complexes/9809,2002.12.06.,"1,344세대(11동)",4억5천100,3억2천500,3억6천500,3억5천,-22,20건,3건,3억,67,3억,1건
부산광역시,북구,수정강변타운(국평),https://new.land.naver.com/complexes/10430,2001.08.04.,"1,780세대(16동)",5억800,3억4천200,3억4천200,3억5천,-31,32건,14건,2억7천,54,2억3천,9건
부산광역시,북구,덕천삼정그린코아(국평),https://new.land.naver.com/complexes/24330,2007.12.24.,560세대(8동),4억6천500,3억5천200,3억6천500,3억3천500,-27,13건,2건,2억6천,52,2억6천,1건
부산광역시,북구,화명뜨란채(국평),https://new.land.naver.com/complexes/10259,2004.07.02.,981세대(9동),4억3천,3억2천,3억2천,3억3천,-23,5건,1건,,,,
부산광역시,북구,롯데낙천대(소형),https://new.land.naver.com/complexes/9779,2002.10.29.,"1,950세대(15동)",4억4천500,2억9천600,3억,3억1천800,-28,17건,6건,2억9천,72,2억3천,6건
부산광역시,북구,화명한일유앤아이(국평),https://new.land.naver.com/complexes/9448,2002.02.08.,"1,026세대(12동)",5억,3억,3억2천500,3억1천,-38,34건,29건,3억,65,2억2천,5건
부산광역시,북구,더 래디언트 금정산(소형),https://new.land.naver.com/complexes/114211,2019.10.15.,"1,677세대(14동)",4억6천,2억8천800,2억9천500,3억,-34,39건,36건,,,,
부산광역시,북구,덕천삼정그린코아(소형),https://new.land.naver.com/complexes/24330,2007.12.24.,560세대(8동),3억5천,2억7천,3억200,2억9천,-17,7건,0건,2억,50,1억8천,3건
부산광역시,북구,코오롱하늘채1차(소형),https://new.land.naver.com/complexes/9815,2002.04.20.,"1,280세대(11동)",4억2천600,2억6천800,2억6천800,2억9천,-31,20건,6건,2억1천,52,2억1천,1건
부산광역시,북구,대우이안(국평),https://new.land.naver.com/complexes/9888,2006.07.28.,215세대(3동),5억9천,2억3천,2억7천,2억7천500,-53,9건,9건,,,,
부산광역시,북구,대우이안(국평),https://new.land.naver.com/complexes/9888,2006.07.28.,215세대(3동),3억4천500,2억3천,2억7천,2억7천500,-20,9건,1건,,,,
부산광역시,북구,화명한일유앤아이(소형),https://new.land.naver.com/complexes/9448,2002.02.08.,"1,026세대(12동)",3억5천,2억6천100,2억8천,2억5천,-28,21건,8건,,,,
부산광역시,북구,수정강변타운(소형),https://new.land.naver.com/complexes/10430,2001.08.04.,"1,780세대(16동)",3억5천,2억2천450,2억4천,2억3천900,-31,46건,16건,2억1천,66,1억8천500,5건
부산광역시,북구,화명뜨란채(소형),https://new.land.naver.com/complexes/10259,2004.07.02.,981세대(9동),3억5천500,2억3천500,2억3천500,2억3천,-35,19건,7건,1억9천,61,1억8천900,3건
부산광역시,사상구,센트럴스타힐스(국평),https://new.land.naver.com/complexes/128698,2022.11.04.,874세대(5동),4억5천500,3억7천400,4억,5억2천,14,1건,0건,,,,
부산광역시,사상구,럭키주례1(국평),,1987.04.11.,"1,962세대(15동)",5억4천,4억1천200,0,3억9천,-27,7건,2건,1억6천,35,1억3천,7건
부산광역시,사상구,사상구남역동원로얄듀크(국평),https://new.land.naver.com/complexes/110745,2019.02.27.,498세대(7동),5억5천,3억5천,4억,3억6천,-34,15건,10건,2억8천,56,2억8천,1건
부산광역시,사상구,롯데캐슬(국평),https://new.land.naver.com/complexes/26419,2010.05.27.,"1,852세대(18동)",4억7천500,3억3천500,3억5천700,3억4천900,-26,42건,7건,2억5천,56,2억4천,2건
부산광역시,사상구,괘법한신2(국평),https://new.land.naver.com/complexes/5551,1998.07.13.,"1,094세대(9동)",4억800,2억9천,3억500,3억4천,-16,8건,0건,2억8천,67,2억8천,1건
부산광역시,사상구,주례경동리인(국평),https://new.land.naver.com/complexes/109011,2017.05.12.,839세대(11동),6억8천,3억2천500,3억3천,3억2천,-52,20건,19건,3억1천,44,3억1천,1건
부산광역시,사상구,롯데캐슬(소형),https://new.land.naver.com/complexes/26419,2010.05.27.,"1,852세대(18동)",3억5천500,2억8천500,2억8천500,3억,-15,6건,0건,,,,
부산광역시,사상구,쌍용스윗닷홈(국평),https://new.land.naver.com/complexes/12836,2005.11.24.,607세대(8동),3억8천500,2억9천550,0,3억,-22,15건,1건,2억7천,75,2억7천,2건
부산광역시,사상구,럭키주례1(소형),,1987.04.11.,"1,962세대(15동)",4억2천300,2억9천,2억9천,2억9천,-31,8건,4건,1억3천500,38,1억,6건
부산광역시,사상구,사상강변동원(국평),https://new.land.naver.com/complexes/5546,1999.12.03.,600세대(6동),4억,3억,3억,2억9천,-27,11건,2건,2억8천,65,2억8천,1건
부산광역시,사상구,한일유엔아이(국평),https://new.land.naver.com/complexes/10205,2005.02.03.,988세대(12동),4억900,2억7천100,2억7천300,2억7천,-33,19건,13건,2억5천,68,2억2천,4건
부산광역시,사상구,사상강변동원(소형),https://new.land.naver.com/complexes/5546,1999.12.03.,600세대(6동),3억,1억7천,2억3천,2억5천,-16,7건,0건,1억8천,67,1억8천,1건
부산광역시,사상구,학장동삼정그린코아아파트(소형),https://new.land.naver.com/complexes/104038,2014.04.28.,511세대(8동),2억9천800,2억2천,2억6천,2억5천,-16,21건,0건,2억2천,75,2억2천,1건
부산광역시,사상구,괘법한신2(소형),https://new.land.naver.com/complexes/5551,1998.07.13.,"1,094세대(9동)",3억500,2억400,2억3천,2억3천500,-22,11건,2건,,,,
부산광역시,사상구,쌍용스윗닷홈(소형),https://new.land.naver.com/complexes/12836,2005.11.24.,607세대(8동),2억7천,2억500,2억500,2억,-25,15건,3건,1억7천,68,1억7천,1건
부산광역시,사상구,한일유엔아이(소형),https://new.land.naver.com/complexes/10205,2005.02.03.,988세대(12동),2억7천,1억8천400,1억8천900,1억8천,-33,24건,16건,2억,77,1억6천,11건
부산광역시,사하구,힐스테이트사하역(국평),https://new.land.naver.com/complexes/127656,2022.12.28.,"1,314세대(12동)",6억4천,5억2천500,6억500,5억7천,-10,13건,0건,4억5천,67,3억9천,8건
부산광역시,사하구,사하역비스타동원(국평),https://new.land.naver.com/complexes/121533,2021.01.26.,513세대(4동),7억1천,4억4천500,5억6천300,5억4천,-23,20건,1건,4억3천,66,4억3천,1건
부산광역시,사하구,괴정한신더휴(국평),https://new.land.naver.com/complexes/125987,2022.06.10.,"835세대(기타임대 42세대 포함, 총11동)",5억6천,4억6천500,5억700,5억1천,-8,38건,0건,3억5천,54,3억1천,7건
부산광역시,사하구,당리푸르지오(국평),https://new.land.naver.com/complexes/102370,2013.07.24.,"542세대(기타임대 48세대 포함, 총5동)",6억2천500,4억2천500,4억9천,5억,-20,11건,1건,,,,
부산광역시,사하구,괴정협성휴포레아파트(국평),https://new.land.naver.com/complexes/107712,2016.05.25.,299세대(3동),6억2천,4억5천700,4억5천700,4억7천,-24,13건,4건,,,,
부산광역시,사하구,괴정신동아파밀리에(국평),https://new.land.naver.com/complexes/109827,2020.06.02.,150세대(4동),5억2천100,4억3천700,0,3억7천,-28,1건,1건,,,,
부산광역시,사하구,다대롯데캐슬블루(국평),https://new.land.naver.com/complexes/103687,2014.12.24.,"1,326세대(9동)",5억8천500,3억7천,4억,3억6천500,-37,58건,39건,3억,57,2억3천,13건
부산광역시,사하구,e편한세상사하2차(국평),https://new.land.naver.com/complexes/110831,2017.10.31.,946세대(8동),5억3천700,3억3천500,3억3천500,3억3천500,-37,73건,62건,2억5천,50,2억2천,10건
부산광역시,사하구,괴정한신더휴(소형),https://new.land.naver.com/complexes/125987,2022.06.10.,"835세대(기타임대 42세대 포함, 총11동)",4억,3억2천500,3억5천800,3억3천,-17,39건,0건,2억9천,63,2억4천,13건
부산광역시,사하구,하단동에스케이뷰(국평),https://new.land.naver.com/complexes/9733,2004.05.31.,"1,828세대(17동)",5억2천,3억2천900,3억7천,3억2천,-38,48건,30건,2억7천,56,2억7천,1건
부산광역시,사하구,e편한세상사하(국평),https://new.land.naver.com/complexes/109098,2016.09.09.,"1,068세대(10동)",4억7천200,3억700,3억6천700,3억1천500,-33,68건,18건,3억,57,2억2천,4건
부산광역시,사하구,가락타운1(국평),https://new.land.naver.com/complexes/9826,1992.09.14.,"1,746세대(18동)",5억,2억9천,2억9천,3억,-40,79건,70건,2억5천,53,1억7천,25건
부산광역시,사하구,e편한세상사하2차(소형),https://new.land.naver.com/complexes/110831,2017.10.31.,946세대(8동),3억3천400,2억6천500,2억6천900,2억6천,-22,33건,1건,2억,62,2억,2건
부산광역시,사하구,하단동에스케이뷰(소형),https://new.land.naver.com/complexes/9733,2004.05.31.,"1,828세대(17동)",3억5천,2억3천800,2억3천800,2억5천500,-27,28건,15건,2억,54,2억,2건
부산광역시,사하구,e편한세상사하(소형),https://new.land.naver.com/complexes/109098,2016.09.09.,"1,068세대(10동)",2억9천500,2억2천500,2억6천300,2억3천,-22,39건,5건,1억9천,66,1억9천,2건
부산광역시,서구,힐스테이트이진베이시티아파트(국평),https://new.land.naver.com/complexes/119149,2022.05.24.,"1,368세대(3동)",7억3천500,5억6천100,7억,5억9천,-19,29건,0건,4억5천,53,3억5천,9건
부산광역시,서구,대신푸르지오1차(국평),,2018.04.27.,"959세대(기타임대 83세대 포함, 총8동)",8억4천300,5억4천,5억8천800,5억8천,-31,63건,46건,3억8천,51,3억5천,4건
부산광역시,서구,대신푸르지오2차(국평),https://new.land.naver.com/complexes/117988,2021.01.22.,"815세대(기타임대 42세대 포함, 총7동)",6억5천300,5억7천,0,5억8천,-11,36건,0건,3억8천,51,3억2천,4건
부산광역시,서구,동대신역비스타동원아파트(국평),https://new.land.naver.com/complexes/121946,2021.03.30.,"503세대(기타임대 27세대 포함, 총6동)",5억,5억,0,5억3천,6,14건,0건,4억,62,3억2천,5건
부산광역시,서구,송도서린엘마르(국평),https://new.land.naver.com/complexes/108778,2016.05.,168세대(2동),6억6천,4억9천,0,5억1천,-22,8건,5건,3억2천,58,3억,2건
부산광역시,서구,대신더샵(국평),https://new.land.naver.com/complexes/110573,2018.01.30.,"429세대(기타임대 22세대 포함, 총5동)",6억4천,4억9천500,4억9천500,5억,-21,8건,1건,,,,
부산광역시,서구,대신푸르지오2차(소형),https://new.land.naver.com/complexes/117988,2021.01.22.,"815세대(기타임대 42세대 포함, 총7동)",4억7천500,4억5천500,0,4억8천,1,4건,0건,,,,
부산광역시,서구,토성동경동리인타워(국평),https://new.land.naver.com/complexes/110391,2018.07.27.,452세대(2동),6억5천,4억6천850,4억7천500,4억8천,-26,21건,5건,4억,62,4억,1건
부산광역시,서구,대신푸르지오1차(소형),,2018.04.27.,"959세대(기타임대 83세대 포함, 총8동)",5억5천200,4억6천700,0,4억7천500,-13,10건,0건,,,,
부산광역시,서구,브라운스톤하이포레(국평),https://new.land.naver.com/complexes/117610,2020.09.22.,"554세대(기타임대 30세대 포함, 총6동)",6억7천,4억9천,0,4억6천,-31,28건,8건,3억4천,52,3억2천,6건
부산광역시,서구,대신롯데캐슬(국평),https://new.land.naver.com/complexes/104536,2014.10.30.,"753세대(기타임대 69세대 포함, 총10동)",6억,4억1천,4억2천,4억4천,-26,26건,7건,3억,49,3억,2건
부산광역시,서구,대신더샵(소형),https://new.land.naver.com/complexes/110573,2018.01.30.,"429세대(기타임대 22세대 포함, 총5동)",5억4천500,3억9천500,3억9천500,4억1천,-24,2건,2건,3억,71,2억8천,2건
부산광역시,서구,브라운스톤하이포레(소형),https://new.land.naver.com/complexes/117610,2020.09.22.,"554세대(기타임대 30세대 포함, 총6동)",5억1천,4억,0,4억,-21,2건,1건,,,,
부산광역시,서구,대신공원한신휴플러스(국평),https://new.land.naver.com/complexes/104137,2014.02.14.,"321세대(기타임대 30세대 포함, 총5동)",5억2천,4억,4억2천,4억,-23,15건,1건,3억,55,3억,2건
부산광역시,서구,봄여름가을겨울(국평),https://new.land.naver.com/complexes/22375,2005.04.20.,201세대(3동),4억5천,3억7천,4억1천500,3억9천,-13,5건,0건,,,,
부산광역시,서구,송도풍림아이원(국평),https://new.land.naver.com/complexes/101414,2010.02.09.,239세대(3동),5억2천,3억8천,0,3억9천,-25,12건,2건,3억1천,56,2억5천,5건
부산광역시,서구,송도서린엘마르(소형),https://new.land.naver.com/complexes/108778,2016.05.,168세대(2동),4억7천,3억6천900,3억6천900,3억6천,-23,12건,6건,2억8천,70,2억2천,3건
부산광역시,서구,협성르네상스(국평),https://new.land.naver.com/complexes/10024,2001.11.22.,490세대(8동),3억9천,3억4천700,3억4천700,3억5천500,-8,7건,0건,,,,
부산광역시,서구,대신롯데캐슬(소형),https://new.land.naver.com/complexes/104536,2014.10.30.,"753세대(기타임대 69세대 포함, 총10동)",4억2천800,3억1천,3억4천,3억5천,-18,15건,0건,2억6천,59,2억6천,1건
부산광역시,서구,대신공원한신휴플러스(소형),https://new.land.naver.com/complexes/104137,2014.02.14.,"321세대(기타임대 30세대 포함, 총5동)",3억8천800,3억,0,3억2천,-17,7건,0건,2억5천,65,2억5천,2건
부산광역시,수영구,남천자이(국평),https://new.land.naver.com/complexes/154302,2023.01.,913세대(7동),13억5천,11억2천,12억,12억5천,-7,6건,0건,6억5천,46,6억,2건
부산광역시,수영구,남천자이(소형),https://new.land.naver.com/complexes/154302,2023.01.,913세대(7동),8억3천,7억6천,8억1천,11억,32,1건,0건,,,,
부산광역시,수영구,현대(국평),https://new.land.naver.com/complexes/7914,1988.06.21.,"1,180세대(11동)",13억1천500,8억4천,0,9억,-31,23건,15건,2억5천,20,2억1천,10건
부산광역시,수영구,협진태양(국평),https://new.land.naver.com/complexes/7850,1984.06.29.,210세대(2동),12억9천,8억7천,10억,8억9천,-31,11건,9건,3억,22,2억,5건
