시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하rur개수,전세매물최고,전세가율,전세매물최저,전세매물개수
대구광역시,중구,대신센트럴자이(소형),https://new.land.naver.com/complexes/105070,2015.04.15.,"1,147세대(13동)",5억8천300,3억700,3억8천500,3억8천200,-34,25건,25건,2억8천,62,2억4천500,6건
대구광역시,중구,대구역센트럴자이(소형),https://new.land.naver.com/complexes/109445,2017.10.30.,"1,005세대(6동)",5억4천500,3억,3억8천,3억7천,-32,18건,16건,,,,
대구광역시,중구,삼덕청아람(소형),https://new.land.naver.com/complexes/102935,2013.04.03.,730세대(7동),5억700,3억2천500,3억4천300,3억6천,-28,26건,19건,2억7천,63,2억6천,3건
대구광역시,중구,남산그린타운(국평),https://new.land.naver.com/complexes/11488,2005.04.27.,804세대(8동),5억4천,3억,3억4천500,3억6천,-33,13건,12건,,,,
대구광역시,중구,극동스타클래스남산(소형),https://new.land.naver.com/complexes/103643,2014.06.27.,946세대(10동),5억300,2억8천600,3억3천900,3억5천,-30,19건,19건,2억3천,57,2억3천,2건
대구광역시,중구,엑소디움센트럴동인(소형),https://new.land.naver.com/complexes/135165,2022.12.,"630세대(기타임대 32세대 포함, 총6동)",4억3천739,3억4천900,3억5천500,3억5천,-19,15건,0건,2억2천,51,2억2천,1건
대구광역시,중구,남산역화성파크드림(소형),https://new.land.naver.com/complexes/112121,2018.09.13.,415세대(5동),5억2천500,3억,3억5천400,3억4천,-35,19건,18건,,,,
대구광역시,중구,대봉태왕아너스(소형),https://new.land.naver.com/complexes/107549,2015.11.30.,410세대(6동),4억6천,3억,3억5천800,3억3천500,-27,11건,6건,,,,
대구광역시,중구,봉산뜨란채(국평),https://new.land.naver.com/complexes/19707,2006.08.18.,295세대(3동),4억8천700,3억3천500,3억6천,3억3천500,-31,7건,3건,2억7천,68,2억5천,2건
대구광역시,중구,대봉화성파크드림(국평),https://new.land.naver.com/complexes/22888,2006.05.22.,263세대(2동),5억1천500,3억500,0,3억3천,-35,15건,10건,2억5천,53,2억1천,2건
대구광역시,중구,보성황실타운(국평),https://new.land.naver.com/complexes/6445,1993.03.29.,"1,058세대(8동)",4억7천500,2억5천,2억7천,3억500,-35,12건,12건,2억5천,66,2억2천,3건
대구광역시,중구,보성황실타운(소형),https://new.land.naver.com/complexes/6445,1993.03.29.,"1,058세대(8동)",3억6천,2억,2억3천300,2억3천,-36,9건,9건,2억,71,1억7천,2건
인천광역시,강화군,이지미래지향(국평),https://new.land.naver.com/complexes/101654,2011.11.16.,120세대(3동),3억7천,3억500,3억500,3억3천,-10,1건,0건,,,,
인천광역시,강화군,현대(국평),https://new.land.naver.com/complexes/2249,1994.06.29.,219세대(3동),2억3천900,1억7천,1억7천,2억,-16,4건,0건,,,,
인천광역시,강화군,세광엔리치빌1차(국평),https://new.land.naver.com/complexes/26056,2001.01.04.,576세대(9동),2억5천,1억7천,1억9천500,1억9천500,-22,10건,1건,,,,
인천광역시,강화군,현대(소형),https://new.land.naver.com/complexes/2249,1994.06.29.,219세대(3동),1억7천200,1억4천900,0,1억6천500,-4,1건,0건,,,,
인천광역시,계양구,e편한세상 계양 더프리미어(국평),https://new.land.naver.com/complexes/125101,2021.10.,"1,646세대(민간임대 83세대 포함, 총12동)",6억7천,5억5천,5억7천,6억2천,-7,26건,0건,4억5천,58,4억4천800,2건
인천광역시,계양구,계양효성해링턴플레이스(국평),https://new.land.naver.com/complexes/121375,2021.01.27.,"1,669세대(기타임대 84세대 포함, 총16동)",6억3천200,5억,0,6억1천500,-2,29건,0건,4억5천,60,4억,8건
인천광역시,계양구,계양한양수자인(국평),https://new.land.naver.com/complexes/27552,2011.12.22.,376세대(8동),6억7천500,4억8천100,0,5억7천,-15,10건,0건,3억5천,50,3억5천,1건
인천광역시,계양구,인천계양코아루센트럴파크(국평),https://new.land.naver.com/complexes/108762,2017.06.23.,724세대(6동),7억9천,5억2천,5억2천,5억2천500,-33,26건,19건,5억,67,4억3천,5건
인천광역시,계양구,계양센트레빌3단지(국평),https://new.land.naver.com/complexes/103843,2013.06.24.,454세대(9동),5억9천800,4억2천600,4억9천,4억8천,-19,6건,0건,3억6천,62,3억6천,1건
인천광역시,계양구,계양센트레빌2단지(국평),https://new.land.naver.com/complexes/103841,2013.06.24.,256세대(5동),5억8천,4억500,4억6천700,4억5천,-22,7건,2건,,,,
인천광역시,계양구,e편한세상 계양 더프리미어(소형),https://new.land.naver.com/complexes/125101,2021.10.,"1,646세대(민간임대 83세대 포함, 총12동)",5억4천500,4억,4억3천,4억5천,-17,21건,0건,3억5천,66,3억3천,2건
인천광역시,계양구,계양효성해링턴플레이스(소형),https://new.land.naver.com/complexes/121375,2021.01.27.,"1,669세대(기타임대 84세대 포함, 총16동)",4억5천,3억7천,4억2천,4억4천,-2,12건,0건,3억3천,60,3억1천,3건
인천광역시,계양구,인천계양코아루센트럴파크(소형),https://new.land.naver.com/complexes/108762,2017.06.23.,724세대(6동),5억9천900,3억6천,0,4억3천,-28,20건,15건,3억5천,71,3억5천,1건
인천광역시,계양구,계양한양수자인(소형),https://new.land.naver.com/complexes/27552,2011.12.22.,376세대(8동),5억7천,3억7천500,0,4억3천,-24,8건,2건,2억8천,56,2억8천,1건
인천광역시,계양구,신도브래뉴(국평),https://new.land.naver.com/complexes/11386,2005.05.23.,481세대(7동),4억9천500,3억5천,4억,4억1천500,-16,7건,0건,3억2천,67,3억,2건
인천광역시,계양구,계양센트레빌1단지(국평),https://new.land.naver.com/complexes/102719,2013.02.15.,715세대(12동),6억2천800,3억8천800,4억2천300,4억,-36,25건,25건,3억5천,70,3억3천,10건
인천광역시,계양구,한화꿈에그린(국평),https://new.land.naver.com/complexes/10566,2005.11.17.,670세대(13동),6억,3억6천,4억,3억7천,-38,16건,13건,3억,60,2억5천,3건
인천광역시,계양구,현대(국평),https://new.land.naver.com/complexes/2252,1992.01.09.,"1,248세대(10동)",4억8천300,2억8천,3억5천500,3억4천,-29,24건,14건,2억7천,63,2억1천,5건
인천광역시,계양구,한화꿈에그린(소형),https://new.land.naver.com/complexes/10566,2005.11.17.,670세대(13동),4억3천,3억1천800,3억4천300,3억1천,-27,7건,4건,2억5천,68,2억5천,2건
인천광역시,계양구,신도브래뉴(소형),https://new.land.naver.com/complexes/11386,2005.05.23.,481세대(7동),3억8천500,2억8천200,2억8천300,2억9천,-24,12건,10건,2억2천,67,1억9천,2건
인천광역시,남동구,구월아시아드선수촌센트럴자이(국평),https://new.land.naver.com/complexes/106186,2015.06.02.,850세대(7동),7억5천,4억9천800,5억9천,5억8천,-22,14건,2건,4억7천,64,4억,2건
인천광역시,남동구,구월유승한내들퍼스티지(국평),https://new.land.naver.com/complexes/108416,2016.12.01.,860세대(11동),7억1천800,4억5천,5억5천300,5억6천,-22,40건,11건,4억2천,42,4억,3건
인천광역시,남동구,신영구월지웰시티푸르지오(국평),https://new.land.naver.com/complexes/117314,2020.12.30.,376세대(3동),6억2천,4억1천500,5억4천300,5억6천,-9,26건,0건,5억,64,3억5천,8건
인천광역시,남동구,에코메트로5(국평),https://new.land.naver.com/complexes/26165,2010.12.24.,"1,052세대(8동)",7억6천,4억3천500,5억2천800,5억3천,-30,41건,26건,5억,71,3억8천,6건
인천광역시,남동구,서창센트럴푸르지오(국평),https://new.land.naver.com/complexes/111479,2018.01.19.,"1,160세대(10동)",7억,4억2천,5억2천,5억2천,-25,19건,14건,3억4천500,49,3억4천500,1건
인천광역시,남동구,구월아시아드선수촌6단지(국평),https://new.land.naver.com/complexes/141327,2015.06.02.,602세대(7동),6억,4억7천,5억,5억500,-15,14건,0건,4억,62,4억,1건
인천광역시,남동구,간석래미안자이(국평),https://new.land.naver.com/complexes/22503,2008.10.17.,"2,432세대(28동)",7억7천,4억,4억2천,5억,-35,26건,25건,3억3천,52,3억3천,2건
인천광역시,남동구,호반베르디움(국평),https://new.land.naver.com/complexes/110312,2017.07.04.,600세대(8동),7억6천500,4억3천,5억2천,4억8천500,-36,36건,27건,3억5천,44,3억5천,1건
인천광역시,남동구,이편한세상서창(국평),https://new.land.naver.com/complexes/110151,2017.06.21.,835세대(8동),7억3천,4억,4억8천500,4억8천,-34,52건,37건,4억2천,52,3억4천,4건
인천광역시,남동구,구월아시아드선수촌5단지(국평),https://new.land.naver.com/complexes/105002,2015.06.02.,782세대(7동),6억2천,4억1천900,4억6천400,4억7천,-24,18건,3건,3억2천,51,3억2천,1건
인천광역시,남동구,간석한신더휴(국평),https://new.land.naver.com/complexes/114136,2019.01.25.,643세대(9동),6억4천,3억9천500,0,4억6천500,-27,31건,18건,3억3천,55,3억2천,3건
인천광역시,남동구,구월아시아드선수촌8단지(국평),https://new.land.naver.com/complexes/105319,2015.06.02.,768세대(8동),6억5천500,4억2천500,0,4억6천,-29,16건,7건,3억4천,57,3억2천,3건
인천광역시,남동구,구월힐스테이트1단지(국평),https://new.land.naver.com/complexes/18892,2007.08.01.,"5,076세대(민간임대 100세대 포함, 총60동)",7억6천,3억5천500,4억2천500,4억3천,-43,65건,64건,4억,62,2억9천,6건
인천광역시,남동구,롯데캐슬골드(국평),https://new.land.naver.com/complexes/18893,2007.08.01.,"3,384세대(38동)",6억5천,3억7천,3억7천,4억3천,-33,36건,28건,3억8천,60,3억,4건
인천광역시,남동구,어울림마을(국평),https://new.land.naver.com/complexes/11383,2005.10.27.,"1,733세대(18동)",6억2천800,3억3천700,3억8천700,4억1천,-34,35건,34건,3억2천,58,2억8천,10건
인천광역시,남동구,간석래미안자이(소형),https://new.land.naver.com/complexes/22503,2008.10.17.,"2,432세대(28동)",6억,3억8천,3억8천500,4억500,-32,20건,20건,3억,64,2억6천,6건
인천광역시,남동구,롯데캐슬골드(소형),https://new.land.naver.com/complexes/18893,2007.08.01.,"3,384세대(38동)",5억4천,3억4천500,3억8천,3억9천,-27,6건,6건,,,,
인천광역시,남동구,구월힐스테이트1단지(소형),https://new.land.naver.com/complexes/18892,2007.08.01.,"5,076세대(민간임대 100세대 포함, 총60동)",5억9천,3억3천,3억7천800,3억8천,-35,9건,9건,2억8천,62,2억8천,1건
인천광역시,남동구,간석한신더휴(소형),https://new.land.naver.com/complexes/114136,2019.01.25.,643세대(9동),5억,3억5천500,3억8천300,3억5천,-30,6건,4건,2억7천,66,2억7천,1건
인천광역시,남동구,어울림마을(소형),https://new.land.naver.com/complexes/11383,2005.10.27.,"1,733세대(18동)",4억7천,3억,3억1천800,3억,-36,5건,5건,2억6천,74,2억4천,5건
인천광역시,동구,풍림아이원(국평),https://new.land.naver.com/complexes/23107,2009.08.07.,"1,355세대(20동)",4억2천,2억8천,2억8천900,3억1천,-26,26건,14건,2억5천,66,2억5천,1건
인천광역시,동구,송림휴먼시아1단지(국평),https://new.land.naver.com/complexes/25765,2009.07.29.,"1,011세대(11동)",4억1천500,2억9천500,3억,3억1천,-25,18건,8건,,,,
인천광역시,동구,동산휴먼시아2단지(국평),https://new.land.naver.com/complexes/26365,2010.11.18.,863세대(9동),4억3천,3억,3억,3억900,-28,15건,11건,2억5천500,67,2억5천500,2건
인천광역시,동구,영풍(국평),https://new.land.naver.com/complexes/9570,2001.08.06.,359세대(5동),3억8천300,2억9천500,0,2억9천,-24,8건,3건,,,,
인천광역시,동구,동산휴먼시아2단지(소형),https://new.land.naver.com/complexes/26365,2010.11.18.,863세대(9동),3억6천,2억2천700,2억2천700,2억4천,-33,13건,13건,,,,
인천광역시,동구,송림휴먼시아1단지(소형),https://new.land.naver.com/complexes/25765,2009.07.29.,"1,011세대(11동)",3억4천800,2억2천500,2억2천500,2억2천500,-35,31건,30건,2억,67,2억,1건
인천광역시,동구,풍림아이원(소형),https://new.land.naver.com/complexes/23107,2009.08.07.,"1,355세대(20동)",3억3천600,2억,2억3천500,2억2천500,-33,20건,18건,2억,69,1억9천,2건
인천광역시,동구,영풍(소형),https://new.land.naver.com/complexes/9570,2001.08.06.,359세대(5동),3억,2억2천,0,2억2천500,-25,5건,4건,,,,
인천광역시,동구,진로(국평),https://new.land.naver.com/complexes/5160,1999.09.21.,235세대(2동),2억8천750,2억750,2억5천,2억,-30,9건,4건,,,,
인천광역시,동구,진로(소형),https://new.land.naver.com/complexes/5160,1999.09.21.,235세대(2동),2억2천730,2억,0,1억9천500,-14,3건,0건,,,,
인천광역시,미추홀구,힐스테이트학익(국평),https://new.land.naver.com/complexes/123141,2021.06.,616세대(5동),5억9천800,5억4천,5억6천500,5억7천,-4,11건,0건,3억8천,55,3억5천,3건
인천광역시,미추홀구,주안역센트레빌(국평),https://new.land.naver.com/complexes/123319,2021.07.,"1,458세대(기타임대 46세대 포함, 총12동)",5억5천,5억,5억2천800,5억4천,-1,7건,0건,4억,67,3억4천,8건
인천광역시,미추홀구,더샵인천스카이타워1단지(국평),https://new.land.naver.com/complexes/118761,2020.11.25.,"1,309세대(8동)",6억3천,4억3천,4억9천800,5억3천,-15,37건,0건,3억8천,56,3억6천,5건
인천광역시,미추홀구,더샵인천스카이타워2단지(국평),https://new.land.naver.com/complexes/118759,2020.11.25.,588세대(3동),5억6천,4억7천,5억3천800,5억3천,-5,26건,0건,4억2천,70,3억8천,3건
인천광역시,미추홀구,인천 SK Sky VIEW(국평),,2016.06.23.,"3,971세대(26동)",7억8천,4억,5억1천,5억1천,-34,105건,92건,4억,53,3억3천,10건
인천광역시,미추홀구,도화역금강펜테리움센트럴파크(국평),https://new.land.naver.com/complexes/122163,2020.11.27.,479세대(5동),4억4천800,4억2천500,0,4억6천,2,3건,0건,,,,
인천광역시,미추홀구,인천 SK Sky VIEW(소형),,2016.06.23.,"3,971세대(26동)",6억3천700,3억5천,4억1천,4억2천,-34,47건,44건,3억4천,61,2억9천,4건
인천광역시,미추홀구,"월드스테이트(101~111,124~132)(국평)",https://new.land.naver.com/complexes/22348,2008.05.28.,"3,158세대(37동)",6억800,3억9천500,4억4천,4억,-34,58건,42건,3억5천,58,3억3천,7건
인천광역시,미추홀구,엘에이치미추홀퍼스트(국평),,2018.12.,"870세대(공공임대 208세대 포함, 총8동)",5억4천,3억5천500,3억7천,3억9천,-27,14건,9건,2억9천,60,2억9천,1건
인천광역시,미추홀구,주안역센트레빌(소형),https://new.land.naver.com/complexes/123319,2021.07.,"1,458세대(기타임대 46세대 포함, 총12동)",5억4천,3억500,3억7천,3억9천,-27,49건,41건,3억,67,2억8천,6건
인천광역시,미추홀구,인천용현엑슬루타워(국평),https://new.land.naver.com/complexes/100510,2011.09.28.,630세대(4동),4억2천,3억8천250,3억8천250,3억7천,-11,4건,0건,2억5천,60,2억5천,1건
인천광역시,미추홀구,풍림아이원(국평),https://new.land.naver.com/complexes/26150,2007.12.13.,"2,090세대(26동)",5억3천800,3억5천,3억6천800,3억6천,-33,60건,47건,3억4천,67,2억3천,18건
인천광역시,미추홀구,성지(국평),https://new.land.naver.com/complexes/2271,1991.08.12.,420세대(4동),5억1천,3억3천500,0,3억5천,-31,16건,8건,2억5천,56,2억5천,1건
인천광역시,미추홀구,신창미션힐(국평),https://new.land.naver.com/complexes/9163,2004.04.30.,821세대(8동),5억,3억3천500,3억4천900,3억5천,-30,23건,20건,2억3천,51,2억,3건
인천광역시,미추홀구,관교한신휴플러스(국평),https://new.land.naver.com/complexes/26265,2010.07.30.,"1,509세대(공공임대 82세대 포함, 총18동)",5억800,3억1천,3억4천500,3억4천,-33,40건,22건,2억6천,55,2억4천,3건
인천광역시,미추홀구,도화역금강펜테리움센트럴파크(소형),https://new.land.naver.com/complexes/122163,2020.11.27.,479세대(5동),5억2천500,3억,3억3천700,3억3천,-37,33건,30건,,,,
인천광역시,미추홀구,동부(관교동부)(국평),https://new.land.naver.com/complexes/2267,1991.09.19.,420세대(4동),4억8천200,2억5천,2억5천,3억3천,-31,38건,15건,2억1천,42,2억1천,4건
인천광역시,미추홀구,"월드스테이트(101~111,124~132)(소형)",https://new.land.naver.com/complexes/22348,2008.05.28.,"3,158세대(37동)",5억6천,3억500,3억1천500,3억3천,-41,50건,50건,2억7천500,64,2억6천,3건
인천광역시,미추홀구,쌍용(국평),https://new.land.naver.com/complexes/2444,1991.07.16.,464세대(5동),4억7천800,2억9천900,3억5천300,3억2천500,-32,30건,20건,2억9천,63,2억2천,5건
인천광역시,미추홀구,동아풍림(국평),https://new.land.naver.com/complexes/8405,1999.11.29.,"1,480세대(22동)",4억8천,2억9천950,3억500,3억2천,-33,8건,8건,2억5천,66,2억5천,3건
인천광역시,미추홀구,풍림아이원(소형),https://new.land.naver.com/complexes/26150,2007.12.13.,"2,090세대(26동)",4억9천825,2억8천,3억800,3억1천500,-36,18건,18건,2억5천,69,2억5천,1건
인천광역시,미추홀구,관교한신휴플러스(소형),https://new.land.naver.com/complexes/26265,2010.07.30.,"1,509세대(공공임대 82세대 포함, 총18동)",4억1천887,2억6천700,2억9천,3억1천500,-24,15건,13건,,,,
인천광역시,미추홀구,엘에이치미추홀퍼스트(소형),,2018.12.,"870세대(공공임대 208세대 포함, 총8동)",4억3천900,2억9천,0,3억1천,-29,10건,6건,,,,
인천광역시,미추홀구,주안지웰에스테이트(소형),https://new.land.naver.com/complexes/113320,2019.10.16.,186세대(2동),4억,2억6천900,2억8천700,2억8천900,-27,20건,14건,2억5천,71,2억4천,3건
인천광역시,미추홀구,인천용현엑슬루타워(소형),https://new.land.naver.com/complexes/100510,2011.09.28.,630세대(4동),3억7천,2억5천800,2억9천500,2억8천,-24,17건,4건,2억4천500,68,2억4천500,2건
인천광역시,미추홀구,동아풍림(소형),https://new.land.naver.com/complexes/8405,1999.11.29.,"1,480세대(22동)",3억9천,2억1천,2억8천,2억7천,-30,14건,14건,,,,
인천광역시,미추홀구,신창미션힐(소형),https://new.land.naver.com/complexes/9163,2004.04.30.,821세대(8동),4억3천800,2억4천800,2억7천500,2억6천,-40,23건,23건,1억8천,55,1억8천,1건
인천광역시,부평구,부평코오롱하늘채(국평),https://new.land.naver.com/complexes/120760,2020.12.15.,"922세대(기타임대 47세대 포함, 총7동)",6억7천,6억1천500,6억7천,6억8천,1,4건,0건,,,,
인천광역시,부평구,부평역한라비발디트레비앙(국평),https://new.land.naver.com/complexes/131187,2022.12.,"385세대(기타임대 63세대 포함, 총4동)",6억6천300,5억6천500,0,6억5천,-1,4건,0건,,,,
인천광역시,부평구,부개역푸르지오(국평),https://new.land.naver.com/complexes/26825,2010.01.28.,"1,054세대(12동)",6억5천500,4억9천,5억3천600,5억8천900,-10,15건,0건,4억5천,64,4억1천,5건
인천광역시,부평구,래미안부평(국평),https://new.land.naver.com/complexes/104629,2014.09.29.,"1,145세대(16동)",8억,4억5천,5억5천300,5억8천,-27,43건,21건,4억2천,54,4억2천,1건
인천광역시,부평구,부평산곡푸르지오(국평),https://new.land.naver.com/complexes/100515,2011.10.25.,"765세대(영구임대 48세대 포함, 총8동)",7억7천,5억4천,6억,5억7천,-25,16건,7건,,,,
인천광역시,부평구,부평역화성파크드림(국평),https://new.land.naver.com/complexes/121553,2020.11.30.,541세대(5동),5억9천500,4억9천,5억5천,5억7천,-4,21건,0건,4억5천,69,4억3천,3건
인천광역시,부평구,동아(1차)(국평),https://new.land.naver.com/complexes/2330,1986.09.17.,"2,475세대(17동)",8억4천,4억6천500,5억,5억3천,-36,4건,4건,2억5천,43,2억5천,4건
인천광역시,부평구,부개역푸르지오(소형),https://new.land.naver.com/complexes/26825,2010.01.28.,"1,054세대(12동)",6억5천,4억5천400,4억5천400,5억,-23,7건,5건,,,,
인천광역시,부평구,금호이수마운트밸리(국평),https://new.land.naver.com/complexes/22839,2007.11.23.,"1,365세대(22동)",7억1천,3억8천,4억9천,4억9천,-30,14건,13건,3억4천,60,3억3천,2건
인천광역시,부평구,서해그랑블(국평),https://new.land.naver.com/complexes/102376,2011.07.21.,454세대(4동),7억2천,4억4천500,4억8천,4억8천,-33,18건,15건,,,,
인천광역시,부평구,부평코오롱하늘채(소형),https://new.land.naver.com/complexes/120760,2020.12.15.,"922세대(기타임대 47세대 포함, 총7동)",5억6천500,4억3천800,4억5천,4억8천,-15,11건,0건,,,,
인천광역시,부평구,래미안부평(소형),https://new.land.naver.com/complexes/104629,2014.09.29.,"1,145세대(16동)",6억8천,4억3천,4억7천,4억5천,-33,6건,5건,3억3천,55,3억3천,1건
인천광역시,부평구,부평산곡푸르지오(소형),https://new.land.naver.com/complexes/100515,2011.10.25.,"765세대(영구임대 48세대 포함, 총8동)",6억1천500,4억,4억5천700,4억5천,-26,13건,9건,,,,
인천광역시,부평구,부평역화성파크드림(소형),https://new.land.naver.com/complexes/121553,2020.11.30.,541세대(5동),5억5천,4억200,4억5천700,4억5천,-18,11건,0건,3억4천,68,3억4천,3건
인천광역시,부평구,부평LH2단지(국평),https://new.land.naver.com/complexes/103413,2012.07.13.,"704세대(공공임대 120세대 포함, 총12동)",6억,4억5천900,0,4억3천,-28,17건,11건,4억,60,3억4천,4건
인천광역시,부평구,금호이수마운트밸리(소형),https://new.land.naver.com/complexes/22839,2007.11.23.,"1,365세대(22동)",5억8천800,3억4천,3억4천,3억7천,-37,12건,12건,,,,
인천광역시,부평구,부평LH2단지(소형),https://new.land.naver.com/complexes/103413,2012.07.13.,"704세대(공공임대 120세대 포함, 총12동)",4억8천900,2억9천500,3억3천500,3억4천500,-29,12건,11건,3억,67,3억,1건
인천광역시,서구,청라센트럴에일린의뜰(국평),https://new.land.naver.com/complexes/111225,2018.09.21.,"1,163세대(6동)",9억1천,5억9천,6억5천,7억,-23,66건,6건,4억5천,48,3억9천,11건
인천광역시,서구,청라국제금융단지한양수자인레이크블루(국평),https://new.land.naver.com/complexes/113524,2019.01.30.,"1,534세대(14동)",12억4천,5억8천,6억8천,7억,-43,98건,86건,4억1천,34,3억5천,20건
인천광역시,서구,검단신도시푸르지오더베뉴(국평),https://new.land.naver.com/complexes/124980,2021.08.31.,"1,540세대(16동)",7억4천,4억6천500,6억8천,6억9천,-6,57건,0건,4억2천,44,3억9천,5건
인천광역시,서구,청라호수공원한신더휴(국평),https://new.land.naver.com/complexes/118144,2020.06.01.,898세대(10동),8억4천,5억,7억,6억5천,-22,48건,1건,4억3천,44,3억8천,8건
인천광역시,서구,호반써밋1차(국평),https://new.land.naver.com/complexes/124847,2021.06.03.,"1,168세대(14동)",6억9천700,4억5천,6억3천500,6억4천,-8,53건,0건,3억7천,34,3억3천,11건
인천광역시,서구,청라제일풍경채2차에듀앤파크(국평),,2017.12.21.,"1,581세대(14동)",9억,5억,6억4천800,6억3천,-30,40건,16건,4억5천,50,3억8천,11건
인천광역시,서구,청라골드클래스커낼웨이(국평),https://new.land.naver.com/complexes/109823,2016.11.28.,269세대(6동),8억3천,5억4천,6억1천900,6억1천500,-25,10건,7건,4억2천,58,4억1천,2건
인천광역시,서구,루원시티프라디움(국평),https://new.land.naver.com/complexes/111216,2018.03.30.,"1,598세대(16동)",8억9천900,4억5천,5억9천500,6억1천,-32,72건,59건,3억9천,43,3억5천,9건
인천광역시,서구,청라국제업무단지센텀대광로제비앙(국평),https://new.land.naver.com/complexes/113014,2018.12.18.,674세대(7동),7억7천,5억,5억4천,6억,-22,36건,1건,3억7천,44,3억1천700,11건
인천광역시,서구,청라국제금융단지한양수자인레이크블루(소형),https://new.land.naver.com/complexes/113524,2019.01.30.,"1,534세대(14동)",7억6천800,5억3천,6억,6억,-21,12건,2건,3억1천,48,3억,2건
인천광역시,서구,청라29블럭호반베르디움(국평),https://new.land.naver.com/complexes/27752,2012.07.17.,"2,134세대(15동)",8억5천,4억7천,5억6천,5억9천500,-30,93건,62건,4억,42,3억3천,18건
인천광역시,서구,루원호반베르디움더센트럴(국평),https://new.land.naver.com/complexes/111215,2018.01.08.,980세대(10동),8억300,4억9천500,6억,5억9천,-26,27건,17건,3억7천,49,3억6천,3건
인천광역시,서구,루원더퍼스트(국평),https://new.land.naver.com/complexes/118749,2019.10.21.,616세대(7동),6억7천500,4억,0,5억5천,-18,5건,0건,3억,43,3억,2건
인천광역시,서구,루원시티 대성베르힐(국평),https://new.land.naver.com/complexes/110742,2017.09.27.,"1,147세대(12동)",8억2천,4억3천,5억2천700,5억5천,-32,36건,33건,3억7천,44,3억7천,2건
인천광역시,서구,루원제일풍경채(국평),https://new.land.naver.com/complexes/111045,2018.01.29.,900세대(9동),7억5천,4억4천,5억6천,5억4천,-28,50건,36건,3억5천,50,3억,5건
인천광역시,서구,서해그랑블(국평),https://new.land.naver.com/complexes/8470,2003.09.01.,950세대(11동),6억7천500,4억6천,5억300,5억4천,-20,9건,1건,3억6천,55,3억3천,5건
인천광역시,서구,루원e-편한세상하늘채아파트(국평),,2010.02.12.,"3,331세대(36동)",6억7천,4억,4억7천500,5억,-25,10건,4건,,,,
인천광역시,서구,서해그랑블(소형),https://new.land.naver.com/complexes/8470,2010.12.21.,336세대(6동),6억7천700,3억8천,4억8천500,4억8천500,-28,13건,13건,3억5천,65,2억9천,5건
인천광역시,서구,엘에이치웨스턴블루힐(국평),,2015.09.11.,"1,243세대(기타임대 173세대 포함, 총13동)",6억3천,3억9천500,4억6천,4억6천500,-26,35건,23건,3억,50,2억9천,2건
인천광역시,서구,"인천가좌두산위브트레지움1,2단지(국평)",,2017.12.08.,"1,757세대(16동)",6억7천,4억5천,4억6천,4억6천,-31,16건,13건,4억,73,4억,1건
인천광역시,서구,루원더퍼스트(소형),https://new.land.naver.com/complexes/118749,2019.10.21.,616세대(7동),5억7천,3억4천800,4억1천500,4억5천,-21,14건,1건,3억,53,3억,1건
인천광역시,서구,루원시티센트럴타운(소형),https://new.land.naver.com/complexes/111491,2017.12.12.,743세대(10동),6억,3억4천900,4억5천,4억3천,-28,6건,6건,,,,
인천광역시,서구,루원e-편한세상하늘채아파트(소형),,2010.02.12.,"3,331세대(36동)",5억8천,3억4천,4억500,4억2천,-27,27건,21건,3억,60,3억,1건
인천광역시,서구,엘에이치웨스턴블루힐(소형),,2015.09.11.,"1,243세대(기타임대 173세대 포함, 총13동)",5억3천,3억5천200,3억9천500,3억9천500,-25,9건,6건,2억4천,48,2억4천,1건
인천광역시,서구,"인천가좌두산위브트레지움1,2단지(소형)",,2017.12.08.,"1,757세대(16동)",4억9천500,2억3천200,2억8천,3억3천500,-32,28건,28건,2억8천,72,2억6천,5건
인천광역시,연수구,송도더샵파크애비뉴(국평),https://new.land.naver.com/complexes/144109,2018.11.22.,"668세대(공공임대 1세대 포함, 총4동)",12억,10억5천500,11억5천,11억5천,-4,10건,0건,5억5천,41,4억5천,3건
인천광역시,연수구,송도더샵퍼스트파크F15BL(국평),https://new.land.naver.com/complexes/109269,2017.11.17.,872세대(5동),14억7천,8억8천,9억9천800,10억7천,-27,16건,7건,4억8천,34,4억5천,5건
인천광역시,연수구,송도더샵퍼스트파크F14BL(국평),https://new.land.naver.com/complexes/109270,2017.11.17.,869세대(5동),13억7천,8억,0,10억,-27,19건,8건,4억5천,35,4억3천,2건
인천광역시,연수구,더샵송도프라임뷰20BL(국평),https://new.land.naver.com/complexes/127135,2022.07.29.,662세대(5동),8억5천,7억1천,0,10억,17,5건,0건,5억,45,3억7천,9건
인천광역시,연수구,송도더샵퍼스트파크F13-1BL(국평),https://new.land.naver.com/complexes/109268,2017.11.17.,856세대(5동),13억1천,7억6천,0,9억5천,-27,32건,13건,5억9천,45,4억,9건
인천광역시,연수구,송도센트럴파크푸르지오(국평),https://new.land.naver.com/complexes/105037,2015.06.26.,551세대(3동),12억5천,8억,8억7천500,9억5천,-24,24건,2건,6억5천,50,5억8천,3건
인천광역시,연수구,송도글로벌파크베르디움(국평),https://new.land.naver.com/complexes/109805,2017.11.01.,"1,153세대(9동)",11억9천500,6억8천,8억5천800,8억7천,-27,21건,13건,5억8천,48,5억,4건
